"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Once a nonzero value has been seen, zeros are retained.","0","test_does_not_skip_zeros_after_nonzero","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","TestConstantPredictor","test_load_predictors","",""
"Test that invalid file path raises FileNotFoundError.","1","test_custom_jinja_template_invalid_path","components.src.dynamo.trtllm.tests","2026-04-06","passed","2026-04-06","","test_trtllm_unit","",""
"
    Test dynamo serve deployments with different graph configurations.
    ","72385","test_serve_deployment[multimodal_video_disagg]","tests.serve","2026-04-06","passed","2026-04-06","","test_vllm","",""
"
    Test dynamo serve deployments with different graph configurations.
    ","0","test_serve_deployment[aggregated_lmcache_multiproc]","tests.serve","2026-04-06","skipped","2026-04-06","","test_vllm","",""
"Verify correct timestamp for step_size={step_size}.","3","test_next_timestamp_is_one_step_ahead[60]","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","TestProphetPredictorMultipleStepSizes","test_load_predictors","",""
"Test that get_gpu_count raises ValueError for invalid GPU count","1","test_service_get_gpu_count_invalid_raises_error","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","","test_kubernetes_connector","",""
"","1","test_routes_text","components.src.dynamo.vllm.tests.omni","2026-04-06","passed","2026-04-06","TestOutputFormatter","test_output_formatter","",""
"","1","test_set_component_replicas_component_not_found","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","","test_kubernetes_connector","",""
"","0","test_decode_grid_skips_large_ctx","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestBenchmarkGrid","test_vllm_unit","",""
"","3728","test_run_synthetic_disagg_replay_preserves_aic_local_optimum[vllm]","lib.bindings.python.tests.replay","2026-04-06","passed","2026-04-06","","test_replay_aic_parity","",""
"Verify TokensPrompt TypedDict accepts the keys set by vllm_processor.py.

        The processor constructs TokensPrompt(prompt_token_ids=...) and then
        conditionally sets multi_modal_data, multi_modal_uuids, cache_salt,
        and mm_processor_kwargs.
        ","0","test_tokens_prompt_supports_optional_keys_used_by_frontend","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestVllmRendererApi","test_vllm_renderer_api","",""
"","1","test_valid_voice_accepted","components.src.dynamo.vllm.tests.omni","2026-04-06","passed","2026-04-06","TestValidateTtsRequest","test_audio_handler","",""
"Test that --disaggregation-mode agg --is-decode-worker raises ValueError.","3","test_explicit_default_mode_with_legacy_flag_raises","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","","test_vllm_unit","",""
"","0","test_delta_text","components.src.dynamo.vllm.tests.omni","2026-04-06","passed","2026-04-06","TestTextFormatter","test_output_formatter","",""
"","0","test_derive_backend_image_preserves_registry_tag_and_digest[nvcr.io/nvidia/ai-dynamo/dynamo-frontend:1.2.3@sha256:deadbeef-trtllm-nvcr.io/nvidia/ai-dynamo/tensorrtllm-runtime:1.2.3@sha256:deadbeef]","components.src.dynamo.profiler.tests.unit","2026-04-06","passed","2026-04-06","","test_planner_image_selection","",""
"Test that update_service_replicas uses DGDSA Scale API when available","0","test_update_service_replicas_uses_dgdsa_scale","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","","test_kube","",""
"Verify InputProcessor.process_inputs and assign_request_id signatures.

        vllm_processor.py calls process_inputs(request_id, prompt, params)
        positionally and InputProcessor.assign_request_id(vllm_preproc) as
        a static/class method.
        ","0","test_input_processor_method_signatures","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestVllmRendererApi","test_vllm_renderer_api","",""
"The timestamp passed to Prophet.predict() must equal
        start_date + curr_step * step_size, NOT start_date + curr_step.

        With step_size=180, after 6 data points curr_step==6, so the
        expected next timestamp is start_date + 1080 seconds, not
        start_date + 6 seconds.
        ","22","test_next_timestamp_uses_step_size","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","TestProphetPredictorTimestamp","test_load_predictors","",""
"warn_if_router_not_scraped is silent when the metric exists (absent() returns empty).","1","test_warn_if_router_not_scraped_silent_when_present","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","TestPrometheusAPIClientRouterSource","test_prometheus","",""
"_run_naive_fallback sets 'resolved_backend' to the concrete backend
        when the input backend is 'auto'.","1","test_naive_fallback_resolved_backend_auto","components.src.dynamo.profiler.tests.unit","2026-04-06","passed","2026-04-06","TestNaiveFallbackResolvedBackend","test_helpers_profile_sla","",""
"","0","test_rejects_link_local_v6","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestIsRoutable","test_vllm_unit","",""
"Test that explicit num_frames takes priority.","0","test_compute_num_frames_explicit","components.src.dynamo.trtllm.tests","2026-04-06","passed","2026-04-06","TestVideoHandlerComputeNumFrames","test_trtllm_video_diffusion","",""
"Router histogram query must filter by dynamo_namespace so each pool planner
        only reads its own LocalRouter's metrics, not the cluster-wide aggregate.
        dynamo_component_router_* metrics use MetricsHierarchy which injects dynamo_namespace
        with underscores. DYN_NAMESPACE dashes are normalized to underscores for the PromQL filter.
        ","1","test_dynamo_namespace_filter_in_router_histogram_query","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","TestPrometheusAPIClientRouterSource","test_prometheus","",""
"Verify correct timestamp for step_size={step_size}.","2","test_next_timestamp_is_one_step_ahead[300]","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","TestProphetPredictorMultipleStepSizes","test_load_predictors","",""
"Test KubernetesAPI initialization with custom namespace","1","test_kubernetes_api_init_with_namespace","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","","test_kube","",""
"Test wait_for_graph_deployment_ready when deployment times out","201","test_wait_for_graph_deployment_ready_timeout","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","","test_kube","",""
"Test that invalid inputs raise ValueError.","29","test_decode_invalid_inputs[corrupted-zip]","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestPromptEmbedsDecode","test_vllm_prompt_embeds","",""
"Text-only routing should increase overlap on repeat and then stabilize.","3292","test_vllm_text_only_overlap_repeated_prompt","tests.mm_router","2026-04-06","passed","2026-04-06","","test_vllm_mm_router_e2e","",""
"","0","test_embedding_cache_created_when_capacity_set","components.src.dynamo.vllm.tests","2026-04-06","skipped","2026-04-06","TestInit","test_vllm_worker_handler","",""
"Test that TEXT returns True for is_llm.","0","test_is_llm_true_for_text","components.src.dynamo.trtllm.tests","2026-04-06","passed","2026-04-06","TestModality","test_trtllm_video_diffusion","",""
"Test --disaggregation-mode prefill sets correct state.","4","test_disaggregation_mode_prefill","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","","test_vllm_unit","",""
"","70403","test_vllm_indexers_sync[nats_core]","tests.router","2026-04-06","passed","2026-04-06","","test_router_e2e_with_vllm","",""
"Test that --is-decode-worker still works but emits DeprecationWarning.","5","test_legacy_is_decode_worker_emits_deprecation","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","","test_vllm_unit","",""
"
    Test dynamo deployments with different configurations.
    ","71437","test_deployment[aggregated_router-2]","tests.serve","2026-04-06","passed","2026-04-06","","test_trtllm","",""
"predict_next() returns 0 when no data points have been added.","0","test_returns_zero_with_no_data","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","TestConstantPredictor","test_load_predictors","",""
"_DEFAULT_NAIVE_BACKEND must be a concrete backend string, not 'auto'.","0","test_default_naive_backend_is_concrete","components.src.dynamo.profiler.tests.unit","2026-04-06","passed","2026-04-06","","test_profile_sla_auto_backend","",""
"Without encode client -> returns empty dict.","0","test_no_encode_client_returns_empty","components.src.dynamo.vllm.tests","2026-04-06","skipped","2026-04-06","TestLoadMultimodalData","test_vllm_worker_handler","",""
"Test factory creates PrefillHandler with MultimodalEmbeddingCacheManager when capacity > 0.","1","test_prefill_handler_with_encoder_cache","components.src.dynamo.trtllm.tests.request_handlers","2026-04-06","passed","2026-04-06","TestRequestHandlerFactory","test_trtllm_request_handler_factory","",""
"Test GlobalPlannerConnector initialization and async_init","2","test_connector_initialization","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","","test_remote_planner","",""
"load_match passes target_request_latency when request_latency is provided.","9","test_load_match_uses_request_latency_when_set","components.src.dynamo.profiler.tests.unit","2026-04-06","passed","2026-04-06","TestPickThoroughBestConfig","test_helpers_thorough","",""
"","0","test_pause_resume_routes_kv_cache_to_gms","tests.gms.integration","2026-04-06","passed","2026-04-06","","test_gms_sglang_memory_saver","",""
"For repeated same two-identical-image request: low first overlap, then increase, then stable.","10206","test_trtllm_mm_overlap_repeated_two_identical_images","tests.mm_router","2026-04-06","passed","2026-04-06","","test_mm_router_e2e","",""
"throughput_metrics_source rejects invalid values.","0","test_throughput_metrics_source_invalid","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","","test_planner_config","",""
"","0","test_add_component_deployment_not_found","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","","test_kubernetes_connector","",""
"Verify ToolParserManager and ReasoningParserManager lookup signatures.

        EngineFactory calls ToolParserManager.get_tool_parser(name) and
        ReasoningParserManager.get_reasoning_parser(name) to resolve parser
        classes by name.
        ","0","test_tool_and_reasoning_parser_manager_contract","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestVllmRendererApi","test_vllm_renderer_api","",""
"Test that MULTIMODAL returns False for is_diffusion.","1","test_is_diffusion_false_for_multimodal","components.src.dynamo.trtllm.tests","2026-04-06","passed","2026-04-06","TestModality","test_trtllm_video_diffusion","",""
"Case 11: auto backend, rapid, no planner, no target load.","59709","test_no_planner_no_load","components.src.dynamo.profiler.tests.integration","2026-04-06","passed","2026-04-06","TestAutoBackend","test_profile_sla_dgdr","",""
"For repeated same single-image request: low first overlap, then increase, then stable.","7282","test_trtllm_mm_overlap_repeated_single_image","tests.mm_router","2026-04-06","passed","2026-04-06","","test_mm_router_e2e","",""
"guided_decoding with 'choice' must be converted to a regex pattern.

        TRT-LLM's GuidedDecodingParams doesn't have a 'choice' field.
        The handler should convert choice=[""yes"", ""no"", ""maybe""] to
        regex=""(yes|no|maybe)"" so that GuidedDecodingParams can enforce it.
        ","0","test_choice_converted_to_regex","components.src.dynamo.trtllm.tests","2026-04-06","passed","2026-04-06","TestGuidedDecodingFromToolChoice","test_trtllm_handler_base","",""
"Test that various value ranges are preserved with float32 precision.","3","test_embedding_value_ranges_preserved[zeros]","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestEmbeddingsDataFormats","test_vllm_prompt_embeds","",""
"Test get_gpu_counts with require_decode=False","0","test_get_gpu_counts_prefill_only","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","","test_kubernetes_connector","",""
"boundary_ratio within (0, 1] should pass.","0","test_omni_config_valid_boundary_ratio[1.0]","components.src.dynamo.vllm.tests.omni","2026-04-06","passed","2026-04-06","","test_omni_args","",""
